Rowid,Timestamp,Anonymized Vehicle number,Vehicle type,Number of axles,Tollplaza id,Tollplaza code,Type of Payment code,Vehicle Code
5729,Sat Aug 14 13:13:21 2021,6337685,car,2,4533,PC8DA1D3B,5729 Sat Aug 14,13:13:21 2021 633768
5730,Sun Aug  1 15:05:40 2021,678267,truck,4,4726,PCF6540C0,5730 Sun Aug  1,15:05:40 2021 678267
5731,Thu Aug  5 02:05:54 2021,2264319,truck,4,4261,PC84FFC9D,5731 Thu Aug  5,02:05:54 2021 226431
5732,Wed Aug 18 05:20:24 2021,5371818,car,2,4941,PCA6403C1,5732 Wed Aug 18,05:20:24 2021 537181
5733,Sat Jul 31 03:41:55 2021,5463755,truck,4,4334,PCCB383F8,5733 Sat Jul 31,03:41:55 2021 546375
5734,Sat Aug 14 16:43:11 2021,9431339,truck,4,4142,PC7ACFF7C,5734 Sat Aug 14,16:43:11 2021 943133
5735,Tue Aug 17 11:50:08 2021,2255440,van,2,4716,PCFCB0018,5735 Tue Aug 17,11:50:08 2021 225544
5736,Sun Aug  8 06:28:55 2021,2633165,car,2,4036,PCE6CC50C,5736 Sun Aug  8,06:28:55 2021 263316
5737,Sun Aug  8 07:14:19 2021,2139623,van,2,4097,PCB1B5BEC,5737 Sun Aug  8,07:14:19 2021 213962
5738,Thu Aug  5 18:17:26 2021,4094470,car,2,4598,PC5526A36,5738 Thu Aug  5,18:17:26 2021 409447
5739,Mon Aug  9 00:56:56 2021,6981296,van,2,4335,PC76935F9,5739 Mon Aug  9,00:56:56 2021 698129
5740,Sat Aug 21 01:39:54 2021,2249517,truck,4,4918,PC8F8E598,5740 Sat Aug 21,01:39:54 2021 224951
5741,Wed Aug 11 00:19:35 2021,9653901,truck,4,4314,PC7E9E8F3,5741 Wed Aug 11,00:19:35 2021 965390
5742,Mon Aug  2 02:22:21 2021,4130964,truck,4,4085,PC6150735,5742 Mon Aug  2,02:22:21 2021 413096
5743,Wed Aug 11 22:05:01 2021,2536228,car,2,4562,PC4C95CA2,5743 Wed Aug 11,22:05:01 2021 253622
5744,Sat Aug  7 02:43:53 2021,3836730,truck,4,4178,PC8417B09,5744 Sat Aug  7,02:43:53 2021 383673
5745,Tue Aug 17 18:24:22 2021,6275128,car,2,4484,PCEF56843,5745 Tue Aug 17,18:24:22 2021 627512
5746,Mon Aug  9 21:59:24 2021,3035742,van,2,4213,PCDD316EB,5746 Mon Aug  9,21:59:24 2021 303574
5747,Sat Aug 14 08:19:30 2021,4399571,car,2,4828,PCF712D1A,5747 Sat Aug 14,08:19:30 2021 439957
5748,Thu Aug 12 05:13:59 2021,5450376,van,2,4073,PCA3797CA,5748 Thu Aug 12,05:13:59 2021 545037
5749,Wed Aug 11 22:54:00 2021,6230811,car,2,5003,PCAC9371E,5749 Wed Aug 11,22:54:00 2021 623081
5750,Mon Aug  2 17:28:27 2021,7518976,car,2,4285,PCB524A9F,5750 Mon Aug  2,17:28:27 2021 751897
5751,Wed Aug  4 16:34:41 2021,7890197,car,2,4514,PC374C341,5751 Wed Aug  4,16:34:41 2021 789019
5752,Mon Aug 16 09:38:27 2021,3282674,truck,4,4179,PC5738A82,5752 Mon Aug 16,09:38:27 2021 328267
5753,Wed Aug  4 19:41:49 2021,638539,car,2,4812,PC22D9C6D,5753 Wed Aug  4,19:41:49 2021 638539
5754,Sat Aug  7 13:07:27 2021,6659348,truck,4,4251,PCB30E45F,5754 Sat Aug  7,13:07:27 2021 665934
5755,Fri Aug  6 08:39:56 2021,9617913,car,2,4191,PCCC28F87,5755 Fri Aug  6,08:39:56 2021 961791
5756,Sun Aug  1 10:20:51 2021,4548944,car,2,4766,PCE36658B,5756 Sun Aug  1,10:20:51 2021 454894
5757,Fri Aug  6 15:55:45 2021,6277654,car,2,4764,PCF6B0D12,5757 Fri Aug  6,15:55:45 2021 627765
5758,Sun Aug 15 21:36:52 2021,6809416,car,2,4538,PCDE5402C,5758 Sun Aug 15,21:36:52 2021 680941
5759,Tue Aug 10 00:32:20 2021,8038891,car,2,4063,PC7667A3E,5759 Tue Aug 10,00:32:20 2021 803889
5760,Mon Aug  2 05:13:43 2021,4368029,car,2,4961,PC92C5115,5760 Mon Aug  2,05:13:43 2021 436802
5761,Mon Aug  9 02:02:41 2021,2570619,car,2,4993,PC0F0AB4E,5761 Mon Aug  9,02:02:41 2021 257061
5762,Mon Aug  9 15:44:16 2021,8095485,car,2,4470,PCB4FF8FA,5762 Mon Aug  9,15:44:16 2021 809548
5763,Mon Aug 16 22:47:11 2021,8803360,truck,4,4416,PC546F252,5763 Mon Aug 16,22:47:11 2021 880336
5764,Fri Aug 13 00:30:00 2021,462422,van,2,4070,PCEECA8B2,5764 Fri Aug 13,00:30:00 2021 462422
5765,Sat Jul 31 02:49:31 2021,6541243,car,2,4844,PCC48E3A8,5765 Sat Jul 31,02:49:31 2021 654124
5766,Wed Aug  4 11:10:28 2021,9622998,car,2,4060,PC481C9F9,5766 Wed Aug  4,11:10:28 2021 962299
5767,Sun Aug  1 18:48:12 2021,3290308,car,2,4215,PC4C76F48,5767 Sun Aug  1,18:48:12 2021 329030
5768,Thu Aug 19 05:44:09 2021,7589629,truck,4,4023,PC77793DF,5768 Thu Aug 19,05:44:09 2021 758962
5769,Tue Aug  3 19:29:32 2021,7892086,car,2,4703,PC395ADCB,5769 Tue Aug  3,19:29:32 2021 789208
5770,Mon Aug 16 02:39:30 2021,9519595,van,2,4577,PC8FE0901,5770 Mon Aug 16,02:39:30 2021 951959
5771,Fri Aug 20 00:48:52 2021,8922611,truck,4,4388,PC803F0F2,5771 Fri Aug 20,00:48:52 2021 892261
5772,Thu Aug  5 19:06:21 2021,4143221,van,2,4938,PC6C57ED3,5772 Thu Aug  5,19:06:21 2021 414322
5773,Thu Aug 12 05:51:58 2021,2198198,van,2,4132,PC8E2A7E0,5773 Thu Aug 12,05:51:58 2021 219819
5774,Tue Aug 17 10:50:06 2021,9033545,van,2,4239,PCA185B1A,5774 Tue Aug 17,10:50:06 2021 903354
5775,Sun Aug 22 04:29:08 2021,5345165,van,2,4984,PCBABF130,5775 Sun Aug 22,04:29:08 2021 534516
5776,Mon Aug  2 09:20:37 2021,4171817,van,2,4798,PC17F8052,5776 Mon Aug  2,09:20:37 2021 417181
5777,Thu Aug 19 13:06:28 2021,1983709,car,2,4730,PC7DC0964,5777 Thu Aug 19,13:06:28 2021 198370
5778,Tue Aug 17 16:28:34 2021,8847288,car,2,4857,PC59F4E22,5778 Tue Aug 17,16:28:34 2021 884728
5779,Sun Aug 22 07:53:53 2021,7779534,van,2,4735,PC2294422,5779 Sun Aug 22,07:53:53 2021 777953
5780,Mon Aug 16 16:39:55 2021,5542637,van,2,4933,PC419F41D,5780 Mon Aug 16,16:39:55 2021 554263
5781,Wed Aug  4 15:09:12 2021,7143440,van,2,4128,PCC0E7E2A,5781 Wed Aug  4,15:09:12 2021 714344
5782,Fri Aug  6 19:08:22 2021,1885041,van,2,4397,PCB070250,5782 Fri Aug  6,19:08:22 2021 188504
5783,Sat Aug 21 22:12:42 2021,132233,truck,4,4586,PC4A40D50,5783 Sat Aug 21,22:12:42 2021 132233
5784,Thu Aug 19 09:48:44 2021,8953200,car,2,4260,PC1A4796C,5784 Thu Aug 19,09:48:44 2021 895320
5785,Wed Aug  4 14:29:46 2021,9531585,car,2,4092,PC40C2E00,5785 Wed Aug  4,14:29:46 2021 953158
5786,Mon Aug  9 05:42:32 2021,2429442,car,2,4747,PC5E524A1,5786 Mon Aug  9,05:42:32 2021 242944
5787,Wed Aug 11 14:30:55 2021,3512234,car,2,4160,PC6DC0ACF,5787 Wed Aug 11,14:30:55 2021 351223
5788,Tue Aug  3 01:59:53 2021,6753468,car,2,4514,PC374C341,5788 Tue Aug  3,01:59:53 2021 675346
5789,Thu Aug  5 07:35:43 2021,3022962,car,2,4860,PCF4A2DA9,5789 Thu Aug  5,07:35:43 2021 302296
5790,Fri Aug 13 07:36:50 2021,8740173,car,2,4137,PC4FA703F,5790 Fri Aug 13,07:36:50 2021 874017
5791,Wed Aug 18 01:51:45 2021,6361318,truck,4,4661,PC1585DF2,5791 Wed Aug 18,01:51:45 2021 636131
5792,Sat Aug 14 06:59:15 2021,2583089,car,2,4918,PC8F8E598,5792 Sat Aug 14,06:59:15 2021 258308
5793,Thu Aug  5 18:20:19 2021,5248241,car,2,4061,PC3A63A79,5793 Thu Aug  5,18:20:19 2021 524824
5794,Tue Aug  3 16:20:19 2021,1586810,car,2,4980,PCBD5C822,5794 Tue Aug  3,16:20:19 2021 158681
5795,Tue Aug 17 11:30:47 2021,6021276,car,2,4371,PC7E22FD8,5795 Tue Aug 17,11:30:47 2021 602127
5796,Fri Aug 20 15:02:01 2021,2042932,car,2,4894,PCDADB8C6,5796 Fri Aug 20,15:02:01 2021 204293
5797,Tue Aug 17 22:31:43 2021,1833489,truck,4,4250,PCC695DB0,5797 Tue Aug 17,22:31:43 2021 183348
5798,Tue Aug  3 15:29:38 2021,7314052,car,2,4728,PC07BF95F,5798 Tue Aug  3,15:29:38 2021 731405
5799,Fri Aug 20 20:30:34 2021,470908,van,2,4715,PCFA0E4C0,5799 Fri Aug 20,20:30:34 2021 470908
5800,Mon Aug 16 05:12:00 2021,391477,car,2,4551,PCCA5979C,5800 Mon Aug 16,05:12:00 2021 391477
5801,Sat Jul 31 16:37:07 2021,2240227,car,2,4459,PCD9CAD56,5801 Sat Jul 31,16:37:07 2021 224022
5802,Thu Aug 12 01:21:45 2021,9566329,car,2,4499,PC1EEDA04,5802 Thu Aug 12,01:21:45 2021 956632
5803,Wed Aug 18 11:10:26 2021,8218745,car,2,4368,PC909A324,5803 Wed Aug 18,11:10:26 2021 821874
5804,Tue Aug 17 14:57:56 2021,7307021,truck,4,4670,PC2BE6D87,5804 Tue Aug 17,14:57:56 2021 730702
5805,Sun Aug 15 13:43:38 2021,2251865,truck,4,4360,PC084F676,5805 Sun Aug 15,13:43:38 2021 225186
5806,Thu Aug  5 06:57:50 2021,8874240,car,2,4672,PC03AE86F,5806 Thu Aug  5,06:57:50 2021 887424
5807,Tue Aug  3 15:24:40 2021,6272157,car,2,4160,PC6DC0ACF,5807 Tue Aug  3,15:24:40 2021 627215
5808,Thu Aug 12 22:04:37 2021,5501083,truck,4,4987,PCF4A9637,5808 Thu Aug 12,22:04:37 2021 550108
5809,Mon Aug  9 18:05:46 2021,4803475,car,2,4373,PC8806694,5809 Mon Aug  9,18:05:46 2021 480347
5810,Fri Aug  6 02:51:02 2021,330797,truck,4,4082,PCF86214E,5810 Fri Aug  6,02:51:02 2021 330797
5811,Sat Aug  7 02:18:55 2021,5319869,car,2,4846,PCBABD060,5811 Sat Aug  7,02:18:55 2021 531986
5812,Mon Aug  9 11:23:06 2021,8580866,van,2,4790,PC2387B02,5812 Mon Aug  9,11:23:06 2021 858086
5813,Mon Aug 16 19:02:57 2021,4781400,truck,4,4198,PCB0994D1,5813 Mon Aug 16,19:02:57 2021 478140
5814,Tue Aug 17 18:38:39 2021,2888284,van,2,4025,PC5ABB8E4,5814 Tue Aug 17,18:38:39 2021 288828
5815,Sun Aug  1 07:44:41 2021,2857529,car,2,4122,PC8ED616E,5815 Sun Aug  1,07:44:41 2021 285752
5816,Fri Jul 30 10:11:09 2021,5203172,car,2,4381,PC9DD9DCD,5816 Fri Jul 30,10:11:09 2021 520317
5817,Tue Aug 10 09:20:38 2021,5652940,car,2,4802,PCBDD55F1,5817 Tue Aug 10,09:20:38 2021 565294
5818,Tue Aug  3 07:16:17 2021,124045,truck,4,4277,PC010D2A9,5818 Tue Aug  3,07:16:17 2021 124045
5819,Tue Aug  3 18:51:18 2021,8335570,car,2,4202,PC65AA714,5819 Tue Aug  3,18:51:18 2021 833557
5820,Sun Aug  8 13:33:55 2021,6477596,truck,4,4758,PCCE12794,5820 Sun Aug  8,13:33:55 2021 647759
5821,Tue Aug  3 00:55:54 2021,8004123,car,2,4611,PC2EBEAB9,5821 Tue Aug  3,00:55:54 2021 800412
5822,Wed Aug  4 06:01:38 2021,7955580,van,2,4354,PC0671DD4,5822 Wed Aug  4,06:01:38 2021 795558
5823,Sun Aug 15 01:26:10 2021,8569253,van,2,4372,PC1E0F3B6,5823 Sun Aug 15,01:26:10 2021 856925
5824,Fri Aug 20 13:31:41 2021,577541,car,2,4993,PC0F0AB4E,5824 Fri Aug 20,13:31:41 2021 577541
5825,Wed Aug  4 13:13:14 2021,660171,van,2,4840,PC49BFB36,5825 Wed Aug  4,13:13:14 2021 660171
5826,Fri Jul 30 20:22:47 2021,7483733,car,2,4783,PC9889263,5826 Fri Jul 30,20:22:47 2021 748373
5827,Mon Aug  9 18:59:45 2021,4256733,car,2,4726,PCF6540C0,5827 Mon Aug  9,18:59:45 2021 425673
5828,Wed Aug 11 01:21:40 2021,3162563,car,2,4080,PCBE7E15B,5828 Wed Aug 11,01:21:40 2021 316256
5829,Sat Aug 21 10:59:26 2021,9438596,car,2,4414,PC40BD0F3,5829 Sat Aug 21,10:59:26 2021 943859
5830,Fri Aug  6 00:54:57 2021,461962,car,2,4122,PC8ED616E,5830 Fri Aug  6,00:54:57 2021 461962
5831,Fri Jul 30 04:29:12 2021,9103923,car,2,4868,PC647292C,5831 Fri Jul 30,04:29:12 2021 910392
5832,Sat Aug 14 17:52:15 2021,3203679,truck,4,4117,PCEB6517A,5832 Sat Aug 14,17:52:15 2021 320367
5833,Wed Aug 11 22:55:21 2021,5235885,car,2,4753,PC6AA246E,5833 Wed Aug 11,22:55:21 2021 523588
5834,Sun Aug 15 10:08:20 2021,5097958,car,2,4784,PCDB42B34,5834 Sun Aug 15,10:08:20 2021 509795
5835,Sat Aug  7 03:27:50 2021,7316755,car,2,4570,PCAE45EC0,5835 Sat Aug  7,03:27:50 2021 731675
5836,Fri Aug 13 04:10:36 2021,4419013,car,2,4229,PCD0DDD3D,5836 Fri Aug 13,04:10:36 2021 441901
5837,Tue Aug 10 19:04:36 2021,2120752,car,2,4456,PC8DFF744,5837 Tue Aug 10,19:04:36 2021 212075
5838,Thu Aug 19 20:14:35 2021,4759684,car,2,4639,PC879E7AB,5838 Thu Aug 19,20:14:35 2021 475968
5839,Thu Jul 29 13:17:08 2021,6304600,car,2,4882,PC8616CD8,5839 Thu Jul 29,13:17:08 2021 630460
5840,Fri Aug 13 18:12:04 2021,7093479,car,2,4891,PC57036DA,5840 Fri Aug 13,18:12:04 2021 709347
5841,Thu Jul 29 12:47:27 2021,4939611,truck,4,4091,PC2E099B4,5841 Thu Jul 29,12:47:27 2021 493961
5842,Thu Aug  5 05:29:56 2021,7563617,car,2,4225,PCC1ED0C5,5842 Thu Aug  5,05:29:56 2021 756361
5843,Sun Aug  1 06:24:20 2021,9269769,car,2,4033,PC783B5FC,5843 Sun Aug  1,06:24:20 2021 926976
5844,Tue Aug 17 00:16:12 2021,8016304,van,2,4903,PCC3BCE65,5844 Tue Aug 17,00:16:12 2021 801630
5845,Thu Aug 12 07:02:58 2021,7032727,car,2,4806,PC8A8EA51,5845 Thu Aug 12,07:02:58 2021 703272
5846,Wed Aug 11 11:46:52 2021,7312965,car,2,4370,PC70B7987,5846 Wed Aug 11,11:46:52 2021 731296
5847,Mon Aug  2 16:22:27 2021,6205577,van,2,4785,PC787D664,5847 Mon Aug  2,16:22:27 2021 620557
5848,Sun Aug 22 15:30:49 2021,2193044,car,2,4291,PCD411AEF,5848 Sun Aug 22,15:30:49 2021 219304
5849,Sun Aug 15 15:05:54 2021,9942125,car,2,4859,PC685B3B1,5849 Sun Aug 15,15:05:54 2021 994212
5850,Sat Jul 31 07:01:25 2021,682481,car,2,4243,PCC4F7DCE,5850 Sat Jul 31,07:01:25 2021 682481
5851,Mon Aug 16 03:28:10 2021,1009820,car,2,4761,PCB206182,5851 Mon Aug 16,03:28:10 2021 100982
5852,Thu Aug 19 02:11:22 2021,2891101,car,2,4341,PC1E10EC3,5852 Thu Aug 19,02:11:22 2021 289110
5853,Tue Aug 10 01:01:19 2021,6182711,car,2,4928,PC16E79D4,5853 Tue Aug 10,01:01:19 2021 618271
5854,Sat Aug 21 07:28:29 2021,8825276,car,2,4645,PC14FBE4A,5854 Sat Aug 21,07:28:29 2021 882527
5855,Tue Aug 10 08:11:18 2021,8740684,car,2,4267,PCE51C5C7,5855 Tue Aug 10,08:11:18 2021 874068
5856,Sun Aug  1 00:17:32 2021,8247059,car,2,4346,PCA35B156,5856 Sun Aug  1,00:17:32 2021 824705
5857,Fri Aug 13 13:51:25 2021,2524523,car,2,4374,PCC321538,5857 Fri Aug 13,13:51:25 2021 252452
5858,Wed Aug 11 14:34:20 2021,2947533,car,2,5008,PC48D61BB,5858 Wed Aug 11,14:34:20 2021 294753
5859,Fri Aug 13 06:44:25 2021,9730075,truck,4,4166,PCE450C55,5859 Fri Aug 13,06:44:25 2021 973007
5860,Thu Aug 12 12:04:22 2021,3941549,car,2,4503,PC69DE15C,5860 Thu Aug 12,12:04:22 2021 394154
5861,Tue Aug  3 10:00:25 2021,9178225,car,2,5003,PCAC9371E,5861 Tue Aug  3,10:00:25 2021 917822
5862,Sun Aug 15 19:36:36 2021,685266,car,2,4523,PC0005AC7,5862 Sun Aug 15,19:36:36 2021 685266
5863,Sun Aug 22 07:51:44 2021,4405798,van,2,4290,PC84E8CEF,5863 Sun Aug 22,07:51:44 2021 440579
5864,Fri Aug 20 13:12:14 2021,3267525,car,2,4160,PC6DC0ACF,5864 Fri Aug 20,13:12:14 2021 326752
5865,Wed Aug 18 06:06:15 2021,6783722,car,2,4789,PCBE8B2AB,5865 Wed Aug 18,06:06:15 2021 678372
5866,Fri Jul 30 01:19:44 2021,3966360,truck,4,4342,PCE7F2748,5866 Fri Jul 30,01:19:44 2021 396636
5867,Sun Aug 22 17:26:49 2021,4376919,car,2,4860,PCF4A2DA9,5867 Sun Aug 22,17:26:49 2021 437691
5868,Mon Aug 16 10:45:12 2021,7585536,truck,4,4001,PC58105BF,5868 Mon Aug 16,10:45:12 2021 758553
5869,Thu Aug  5 16:28:46 2021,1702675,car,2,4760,PC161AC8D,5869 Thu Aug  5,16:28:46 2021 170267
5870,Sun Aug  8 17:55:19 2021,3334896,car,2,4975,PC818101A,5870 Sun Aug  8,17:55:19 2021 333489
5871,Sun Aug 15 13:55:58 2021,2118082,truck,4,4027,PCE7A4F34,5871 Sun Aug 15,13:55:58 2021 211808
5872,Fri Aug  6 17:51:39 2021,6332848,truck,4,4131,PC4C9B108,5872 Fri Aug  6,17:51:39 2021 633284
5873,Mon Aug  2 09:47:36 2021,8480642,truck,4,4684,PCA76178F,5873 Mon Aug  2,09:47:36 2021 848064
5874,Wed Aug  4 00:07:16 2021,622837,car,2,4382,PCB7341F4,5874 Wed Aug  4,00:07:16 2021 622837
5875,Tue Aug 10 17:30:16 2021,1871104,truck,4,4771,PC71FE98A,5875 Tue Aug 10,17:30:16 2021 187110
5876,Tue Aug  3 07:41:04 2021,245404,truck,4,4029,PCE319335,5876 Tue Aug  3,07:41:04 2021 245404
5877,Mon Aug 16 06:23:05 2021,9209550,van,2,4770,PC9082A17,5877 Mon Aug 16,06:23:05 2021 920955
5878,Sun Aug  1 03:26:49 2021,2733497,truck,4,4781,PC0D83A1E,5878 Sun Aug  1,03:26:49 2021 273349
5879,Thu Aug 19 08:13:18 2021,791991,car,2,4167,PC8453073,5879 Thu Aug 19,08:13:18 2021 791991
5880,Thu Jul 29 23:45:01 2021,5593794,truck,4,4384,PC59A33DE,5880 Thu Jul 29,23:45:01 2021 559379
5881,Fri Jul 30 20:34:02 2021,609994,truck,4,4216,PC53B475D,5881 Fri Jul 30,20:34:02 2021 609994
5882,Mon Aug 16 10:54:12 2021,4155880,car,2,4766,PCE36658B,5882 Mon Aug 16,10:54:12 2021 415588
5883,Sun Aug 15 04:22:02 2021,5020403,van,2,4578,PC90D44D0,5883 Sun Aug 15,04:22:02 2021 502040
5884,Fri Jul 30 08:41:10 2021,6682026,car,2,4924,PCE3427C5,5884 Fri Jul 30,08:41:10 2021 668202
5885,Fri Aug 20 06:33:36 2021,2157469,van,2,4720,PCDD23528,5885 Fri Aug 20,06:33:36 2021 215746
5886,Sat Aug 21 06:06:12 2021,7300982,car,2,4110,PCF891CEB,5886 Sat Aug 21,06:06:12 2021 730098
5887,Wed Aug 18 15:49:47 2021,8029176,car,2,4441,PC472C08E,5887 Wed Aug 18,15:49:47 2021 802917
5888,Tue Aug 17 22:23:48 2021,6049726,car,2,4903,PCC3BCE65,5888 Tue Aug 17,22:23:48 2021 604972
5889,Wed Aug  4 10:52:01 2021,7315120,car,2,4876,PCDFCFF53,5889 Wed Aug  4,10:52:01 2021 731512
5890,Wed Aug 18 23:10:15 2021,785701,car,2,4313,PC6D0FC31,5890 Wed Aug 18,23:10:15 2021 785701
5891,Sun Aug  8 12:28:24 2021,5219238,van,2,4155,PC9042B3F,5891 Sun Aug  8,12:28:24 2021 521923
5892,Sun Aug 15 02:36:59 2021,327171,truck,4,4932,PC46C4A27,5892 Sun Aug 15,02:36:59 2021 327171
5893,Sat Aug 14 22:34:36 2021,4145196,car,2,4505,PCEF64195,5893 Sat Aug 14,22:34:36 2021 414519
5894,Thu Aug  5 04:15:38 2021,1582984,truck,4,4015,PC524833E,5894 Thu Aug  5,04:15:38 2021 158298
5895,Mon Aug 16 04:56:08 2021,7757973,car,2,4128,PCC0E7E2A,5895 Mon Aug 16,04:56:08 2021 775797
5896,Tue Aug 10 08:34:39 2021,8882351,car,2,4514,PC374C341,5896 Tue Aug 10,08:34:39 2021 888235
5897,Thu Aug 12 08:08:54 2021,4960138,car,2,4984,PCBABF130,5897 Thu Aug 12,08:08:54 2021 496013
5898,Wed Aug 18 08:32:15 2021,4008834,car,2,4304,PC89FB76E,5898 Wed Aug 18,08:32:15 2021 400883
5899,Wed Aug  4 06:17:28 2021,8720320,car,2,4075,PC2125618,5899 Wed Aug  4,06:17:28 2021 872032
5900,Mon Aug  9 09:08:51 2021,622149,car,2,4377,PC4AC8EAD,5900 Mon Aug  9,09:08:51 2021 622149
5901,Mon Aug 16 10:42:45 2021,1678052,car,2,4786,PCB7F1F8A,5901 Mon Aug 16,10:42:45 2021 167805
5902,Thu Aug  5 19:08:00 2021,3271576,van,2,4671,PCCAAFB48,5902 Thu Aug  5,19:08:00 2021 327157
5903,Sat Jul 31 14:07:56 2021,8341934,car,2,4286,PC12BE494,5903 Sat Jul 31,14:07:56 2021 834193
5904,Sat Aug 21 11:52:05 2021,4409380,truck,4,4748,PCF2ECD29,5904 Sat Aug 21,11:52:05 2021 440938
5905,Wed Aug  4 05:56:54 2021,7681166,car,2,4665,PCF63C15F,5905 Wed Aug  4,05:56:54 2021 768116
5906,Sat Jul 31 12:07:28 2021,84689,car,2,4252,PCA32686D,5906 Sat Jul 31,12:07:28 2021 84689
5907,Mon Aug 16 11:26:59 2021,4693087,truck,4,4333,PCCCAD2AC,5907 Mon Aug 16,11:26:59 2021 469308
5908,Sun Aug  1 10:19:02 2021,1687485,truck,4,4757,PC126524C,5908 Sun Aug  1,10:19:02 2021 168748
5909,Fri Aug  6 05:03:05 2021,8032454,truck,4,4587,PC576A3BA,5909 Fri Aug  6,05:03:05 2021 803245
5910,Mon Aug  2 01:38:17 2021,7994643,truck,4,4074,PCCAFD014,5910 Mon Aug  2,01:38:17 2021 799464
5911,Sat Aug 21 16:45:12 2021,8455595,truck,4,4573,PC4D8469D,5911 Sat Aug 21,16:45:12 2021 845559
5912,Tue Aug 10 20:15:05 2021,6572335,truck,4,4886,PC4D892D7,5912 Tue Aug 10,20:15:05 2021 657233
5913,Wed Aug 11 14:34:17 2021,3571399,truck,4,4695,PC4A5D62F,5913 Wed Aug 11,14:34:17 2021 357139
5914,Sun Aug  1 21:39:05 2021,5796031,car,2,4988,PC46BE0B2,5914 Sun Aug  1,21:39:05 2021 579603
5915,Tue Aug  3 09:08:37 2021,2269174,van,2,4360,PC084F676,5915 Tue Aug  3,09:08:37 2021 226917
5916,Fri Aug 13 06:10:41 2021,5858922,car,2,4714,PC9B747F8,5916 Fri Aug 13,06:10:41 2021 585892
5917,Tue Aug 17 04:07:37 2021,5621421,car,2,4955,PCE36723C,5917 Tue Aug 17,04:07:37 2021 562142
5918,Fri Aug 20 18:35:48 2021,2137592,car,2,4184,PC43A5E42,5918 Fri Aug 20,18:35:48 2021 213759
5919,Wed Aug 11 14:33:34 2021,1090734,car,2,4406,PC7A54E18,5919 Wed Aug 11,14:33:34 2021 109073
5920,Sat Jul 31 05:23:30 2021,5150630,truck,4,4312,PC8D40B22,5920 Sat Jul 31,05:23:30 2021 515063
5921,Wed Aug  4 09:55:39 2021,3781296,truck,4,4606,PC0C535B6,5921 Wed Aug  4,09:55:39 2021 378129
5922,Wed Aug 11 17:56:20 2021,4597516,car,2,4695,PC4A5D62F,5922 Wed Aug 11,17:56:20 2021 459751
5923,Tue Aug 17 08:54:35 2021,2101536,car,2,4080,PCBE7E15B,5923 Tue Aug 17,08:54:35 2021 210153
5924,Tue Aug  3 09:37:39 2021,3786840,car,2,4209,PC494D54E,5924 Tue Aug  3,09:37:39 2021 378684
5925,Tue Aug 17 12:12:03 2021,1077720,car,2,4595,PC64281F6,5925 Tue Aug 17,12:12:03 2021 107772
5926,Thu Aug 12 10:35:01 2021,6742213,car,2,4160,PC6DC0ACF,5926 Thu Aug 12,10:35:01 2021 674221
5927,Tue Aug 10 16:39:28 2021,2565855,truck,4,4105,PC43919D1,5927 Tue Aug 10,16:39:28 2021 256585
5928,Tue Aug 10 04:21:11 2021,4620541,car,2,4125,PC8AAEF51,5928 Tue Aug 10,04:21:11 2021 462054
5929,Wed Aug 11 03:16:18 2021,6494935,car,2,4527,PC59A0CB2,5929 Wed Aug 11,03:16:18 2021 649493
5930,Sat Aug  7 18:39:02 2021,8628067,truck,4,4568,PCA8A783A,5930 Sat Aug  7,18:39:02 2021 862806
5931,Fri Aug 13 02:28:43 2021,2302123,truck,4,4593,PC3863F6A,5931 Fri Aug 13,02:28:43 2021 230212
5932,Thu Aug  5 05:27:24 2021,8078617,truck,4,4380,PC905B5D4,5932 Thu Aug  5,05:27:24 2021 807861
5933,Sun Aug 22 14:29:48 2021,477533,car,2,4331,PC47300D9,5933 Sun Aug 22,14:29:48 2021 477533
5934,Fri Aug  6 16:07:13 2021,6477493,van,2,4687,PC52E7369,5934 Fri Aug  6,16:07:13 2021 647749
5935,Mon Aug 16 10:14:43 2021,7360399,car,2,4203,PC5295A46,5935 Mon Aug 16,10:14:43 2021 736039
5936,Fri Aug 20 02:58:46 2021,86880,car,2,4765,PC795A0A3,5936 Fri Aug 20,02:58:46 2021 86880
5937,Fri Aug  6 14:49:10 2021,2529667,van,2,4391,PCCFD9AB6,5937 Fri Aug  6,14:49:10 2021 252966
5938,Fri Aug 20 09:39:14 2021,514741,car,2,4110,PCF891CEB,5938 Fri Aug 20,09:39:14 2021 514741
5939,Sun Aug  1 14:57:07 2021,1620807,car,2,4314,PC7E9E8F3,5939 Sun Aug  1,14:57:07 2021 162080
5940,Thu Jul 29 23:10:46 2021,4709305,van,2,4175,PC08EA270,5940 Thu Jul 29,23:10:46 2021 470930
5941,Sat Aug 21 22:37:27 2021,2533587,truck,4,4291,PCD411AEF,5941 Sat Aug 21,22:37:27 2021 253358
5942,Tue Aug 10 07:31:20 2021,4874164,car,2,4478,PCB02917E,5942 Tue Aug 10,07:31:20 2021 487416
5943,Tue Aug 10 15:08:08 2021,4491041,van,2,4126,PC74CE451,5943 Tue Aug 10,15:08:08 2021 449104
5944,Mon Aug  2 06:01:13 2021,751441,car,2,4324,PC9C3D708,5944 Mon Aug  2,06:01:13 2021 751441
5945,Fri Jul 30 08:51:59 2021,3293647,truck,4,4941,PCA6403C1,5945 Fri Jul 30,08:51:59 2021 329364
